item_id,name,width_cm,depth_cm,height_cm,mass_kg,priority,expiry_date,usage_limit,preferred_zone
1291,Handheld_Spectrometer,12.9,28.1,38.9,7.05,42,N/A,4297,Lab
1292,Tool_Kit,12.6,20.1,24.2,4.3,71,N/A,52,Storage_Bay
1293,Antibiotic_Supply,11.5,31,27.2,4.85,27,10/13/2026,4044,Lab
1294,Space_Suit,48.2,18.8,11.2,5.07,41,N/A,3630,Airlock
1295,Emergency_Oxygen_Mask,11.6,44.4,26.1,6.72,60,N/A,2641,Medical_Bay
1296,Navigation_Module,47.8,36.8,15,13.19,38,N/A,2037,Command_Center
1297,Circuit_Board,45.3,37.2,49.5,41.71,68,N/A,344,Engineering_Bay
1298,Antibiotic_Supply,41.9,39.3,42.1,34.66,63,5/21/2025,4282,Medical_Bay
1299,Scientific_Sensor,41.9,47,16.5,16.25,39,N/A,4059,Lab
1300,Fire_Extinguisher,19.4,26.9,24.7,6.44,75,N/A,1184,Crew_Quarters
1301,Handheld_Spectrometer,13.8,44.6,12.9,3.97,83,N/A,2785,Lab
1302,Seed_Packets,13.6,10.2,21.7,9.1,39,N/A,95,Lab
1303,Pressure_Regulator,35,26.4,36,16.63,46,N/A,2832,Engineering_Bay
1304,Gyroscope_Module,43.3,22.1,41.9,20.05,94,N/A,3176,Engineering_Bay
1305,Antibiotic_Supply,10.8,41.9,11.1,2.51,77,6/9/2026,4183,Lab
1306,3D_Printer,46,25.5,16.7,9.79,9,N/A,3572,Engineering_Bay
1307,3D_Printer,44.8,35.1,16.3,12.82,11,N/A,1428,Lab
1308,Protein_Bars,45,19.4,13.9,6.07,76,N/A,3086,Storage_Bay
1309,Tool_Kit,27.1,25.5,21.5,5.9,54,N/A,51,Storage_Bay
1310,Water_Purification_Unit,34.9,41.6,14,10.16,82,N/A,2922,Crew_Quarters
1311,Oxygen_Cylinder,16.6,21.2,56.4,32.2,19,N/A,1100,Crew_Quarters
1312,Waste_Management_Kit,14.7,13.1,24.1,7.8,30,N/A,8,Sanitation_Bay
1313,Tool_Kit,29,17.3,18.1,9.5,48,N/A,81,Storage_Bay
1314,CO2_Scrubber,12.1,13.4,37,3,8,N/A,428,Life_Support
1315,Solar_Panel,49.7,66.5,1.7,17.2,79,N/A,4165,Power_Bay
1316,Thruster_Fuel,47.2,36.3,34.2,29.3,41,N/A,2153,Engine_Bay
1317,Space_Suit,45,30.7,26,17.96,99,N/A,776,Airlock
1318,Scientific_Sensor,31.9,42.8,49.6,33.86,27,N/A,3642,Lab
1319,Thruster_Fuel,20.3,16,28.9,4.69,62,N/A,4190,Engine_Bay
1320,Medical_Scanner,49.7,20,23.5,11.68,35,1/21/2027,60,Medical_Bay
1321,Lab_Microscope,42.3,15.7,35.3,11.72,46,N/A,1425,Lab
1322,Vacuum_Sealed_Tools,35.7,15.7,34.8,9.75,95,N/A,179,Storage_Bay
1323,Tether_Reel,34.8,14.8,40.6,10.46,63,N/A,1882,Airlock
1324,Radiation_Shield,49.5,14.4,19.9,7.09,49,N/A,3266,Storage_Bay
1325,First_Aid_Kit,19.9,24.9,22.1,2.9,8,N/A,43,Medical_Bay
1326,Protein_Bars,34.6,47.8,37.8,31.26,45,N/A,4861,Crew_Quarters
1327,Communication_Device,35,12.7,18,4,31,N/A,2034,Command_Center
1328,Cooling_System,40.3,10.8,10.8,2.35,49,N/A,187,Engineering_Bay
1329,Seed_Packets,11.1,25.1,10.6,8.3,23,N/A,48,Lab
1330,Seed_Packets,16.1,19.1,11,5.4,75,N/A,88,Lab
1331,Helmet_Visor,27.9,22.5,41.7,13.09,24,N/A,1695,Crew_Quarters
1332,Fire_Extinguisher,18.9,34.6,41.8,13.67,34,N/A,275,Crew_Quarters
1333,Emergency_Beacon,16.7,33.8,27.1,7.65,73,N/A,1240,Command_Center
1334,EV_Suit_Battery,34.7,48.4,24.7,20.74,50,N/A,303,Storage_Bay
1335,CO2_Scrubber,22.4,24.7,38.1,10.54,26,N/A,593,Life_Support
1336,Space_Suit,16.6,32.9,28.8,7.86,32,N/A,4654,Storage_Bay
1337,Laptop,38.7,18.2,41.3,14.54,72,N/A,34,Command_Center
1338,Helmet_Visor,35.3,20.6,35.4,12.87,48,N/A,3340,Crew_Quarters
1339,Gyroscope_Module,47.5,12.5,47.4,14.07,80,N/A,4117,Engineering_Bay
1340,3D_Printer,46.2,47.3,38.9,42.5,34,N/A,3228,Lab
1341,First_Aid_Kit,12.8,21.6,28.6,3.2,38,N/A,31,Medical_Bay
1342,Food_Packet,22.6,22.2,16.8,4.8,98,7/20/2025,6,Storage_Bay
1343,EV_Suit_Battery,49.6,24.7,19.9,12.19,70,N/A,591,Airlock
1344,Water_Bottle,11.4,17,41.1,3.98,34,N/A,4498,Storage_Bay
1345,Waste_Management_Kit,19,18.8,13.8,8.6,4,N/A,72,Engineering_Bay
1346,Tool_Kit,28.5,10.9,12.1,9.3,14,N/A,92,Maintenance_Bay
1347,Tether_Reel,12.2,22.6,48,6.62,57,N/A,1903,Airlock
1348,Radiation_Shield,44,29,28,17.86,3,N/A,1387,Storage_Bay
1349,3D_Printer,24,33.2,44.4,17.69,75,N/A,772,Lab
1350,Waste_Management_Kit,23.4,26.9,14.5,1.3,96,N/A,31,Engineering_Bay
1351,First_Aid_Kit,22.2,14.7,23.7,5.9,43,N/A,80,Crew_Quarters
1352,CO2_Scrubber,27.5,14.9,40.9,8.38,57,N/A,164,Engineering_Bay
1353,Radiation_Shield,24.7,38.5,17.6,8.37,93,N/A,3064,Engineering_Bay
1354,Handheld_Spectrometer,48.3,13.1,33.7,10.66,89,N/A,3402,Lab
1355,Tool_Kit,13.4,11.7,27.7,1.6,43,N/A,12,Storage_Bay
1356,Tool_Kit,29.3,24.4,17.7,7,12,N/A,73,Maintenance_Bay
1357,Seed_Packets,17.8,14.7,15.3,1.4,53,N/A,26,Lab
1358,Seed_Packets,20.9,27.7,27.7,9.2,71,N/A,93,Greenhouse
1359,Navigation_Module,12.7,41.9,28.2,7.5,71,N/A,3277,Cockpit
1360,Solar_Panel,84.9,57.5,1,6.2,57,N/A,1489,External_Storage
1361,Medical_Scanner,43.7,17.5,25.9,9.9,92,9/18/2026,1,Lab
1362,Solar_Panel,56.3,59.5,2.8,19,38,N/A,2230,Power_Bay
1363,Research_Samples,10,25.8,24.9,1.3,5,N/A,3833,Storage_Bay
1364,Pressure_Regulator,33.3,33.8,33.3,18.74,20,N/A,3139,Engineering_Bay
1365,Research_Samples,25.6,24.4,27.5,2.3,46,N/A,2468,Lab
1366,Space_Suit,44.4,42.9,31.9,30.38,67,N/A,837,Storage_Bay
1367,CO2_Scrubber,49.9,11.7,24.9,7.27,68,N/A,171,Engineering_Bay
1368,Microgravity_Lab_Kit,29.5,13.7,12.2,3.8,1,N/A,45,Crew_Quarters
1369,CO2_Scrubber,25.3,25.8,45,14.69,75,N/A,432,Life_Support
1370,Cooling_System,34.2,29.3,10.3,5.16,13,N/A,2542,Engineering_Bay
1371,Medical_Scanner,21.8,38.7,44,18.56,33,10/11/2026,36,Lab
1372,Cooling_System,22.2,31.2,41.2,14.27,77,N/A,1350,Engineering_Bay
1373,Fire_Extinguisher,32.3,35.3,30.9,17.62,76,N/A,3750,Crew_Quarters
1374,Seed_Packets,26.5,24.8,13,7.1,58,N/A,46,Lab
1375,Laptop,40,45.6,45.9,41.86,3,N/A,4193,Command_Center
1376,Handheld_Spectrometer,25.8,46.4,22.7,13.59,45,N/A,4388,Engineering_Bay
1377,Circuit_Board,31.8,46.7,30,22.28,66,N/A,4991,Engineering_Bay
1378,Asteroid_Sample_Container,20,21.5,27.9,8.9,63,N/A,509,Lab
1379,Battery_Pack,22.2,15.7,12.5,2.18,45,N/A,100,External_Storage
1380,Space_Suit,42.3,21.8,12.7,5.86,28,N/A,2384,Airlock
1381,Pressure_Regulator,21.2,36.5,11.1,4.29,82,N/A,3115,Engineering_Bay
1382,Scientific_Sensor,47,42.4,27.9,27.8,41,N/A,179,Lab
1383,Asteroid_Sample_Container,19.5,14.8,28.9,1.9,28,N/A,2155,Storage_Bay
1384,CO2_Scrubber,20,33.5,18.5,6.2,23,N/A,588,Life_Support
1385,Emergency_Beacon,45,28.3,48.2,30.69,47,N/A,4409,Command_Center
1386,Water_Bottle,36.4,30.3,17.7,9.76,86,N/A,1564,Crew_Quarters
1387,Pressure_Regulator,28.4,39.7,49.6,27.96,1,N/A,2206,Airlock
1388,Tool_Kit,24.4,15.3,13.6,8.2,27,N/A,20,Storage_Bay
1389,Microgravity_Lab_Kit,10.8,23.5,19.3,1.2,33,N/A,29,Lab
1390,3D_Printer,44.5,42.3,43.3,40.75,85,N/A,2832,Engineering_Bay
1391,Fire_Extinguisher,32,46,15.5,11.41,80,N/A,2748,Crew_Quarters
1392,Tether_Reel,13,41.1,31.5,8.42,49,N/A,4833,Airlock
1393,CO2_Scrubber,34.4,20.2,24,8.34,16,N/A,727,Life_Support
1394,Food_Packet,28.9,17.8,27.8,4.6,99,2/26/2026,36,Storage_Bay
1395,Water_Bottle,40,31.4,35.2,22.11,20,N/A,2306,Storage_Bay
1396,Food_Packet,16.2,26.4,12.9,5.2,94,2/6/2026,10,Storage_Bay
1397,Tool_Kit,12.3,19.2,22.3,5.7,19,N/A,36,Maintenance_Bay
1398,Circuit_Board,11.6,37.4,44.6,9.67,97,N/A,2318,Storage_Bay
1399,Seed_Packets,20.1,17.2,13.1,2.7,37,N/A,88,Lab
1400,Tether_Reel,41.7,16.6,27,9.34,10,N/A,2197,External_Storage
1401,LED_Work_Light,23.5,11.8,17.9,2.48,21,N/A,3446,Maintenance_Bay
1402,Protein_Bars,33.8,31.5,39.8,21.19,87,N/A,1971,Crew_Quarters
1403,Solar_Panel,92.3,45.5,1.1,19,66,N/A,1471,Power_Bay
1404,Helmet_Visor,46.1,18.8,45,19.5,32,N/A,940,Crew_Quarters
1405,CO2_Scrubber,21.9,12.4,36.5,4.96,44,N/A,209,Life_Support
1406,Laptop,23.2,15.8,20.4,3.74,39,N/A,1785,Command_Center
1407,Communication_Device,14.5,24.5,12.2,2.17,12,N/A,1402,Command_Center
1408,3D_Printer,30.6,44.5,42.2,28.73,84,N/A,4675,Lab
1409,3D_Printer,19.3,23,27.6,6.13,97,N/A,4392,Lab
1410,Communication_Device,15.8,46.1,44,16.02,65,N/A,937,Command_Center
1411,Solar_Panel,48.4,49.6,1.8,15.4,41,N/A,3499,External_Storage
1412,Fire_Extinguisher,43.1,45.4,27,26.42,86,N/A,192,Crew_Quarters
1413,Lab_Microscope,22.1,28.5,32.7,10.3,62,N/A,3788,Medical_Bay
1414,Laptop,48.3,40.6,16.6,16.28,20,N/A,2977,Crew_Quarters
1415,Thruster_Fuel,36,28,35.5,17.89,32,N/A,4867,Storage_Bay
1416,Vacuum_Sealed_Tools,37.5,17.2,13,4.19,15,N/A,2537,Storage_Bay
1417,Protein_Bars,30,45.7,30.9,21.18,27,N/A,2252,Crew_Quarters
1418,Circuit_Board,34.6,39.5,14.7,10.05,77,N/A,2352,Storage_Bay
1419,Radiation_Shield,24.8,10.6,30.5,4.01,66,N/A,810,Storage_Bay
1420,Thruster_Fuel,12.5,40.3,39.7,10,73,N/A,4488,Storage_Bay
1421,Microgravity_Lab_Kit,22.7,24.4,27.3,10,43,N/A,83,Lab
1422,Antibiotic_Supply,34.1,26,43.6,19.33,47,9/22/2025,3785,Medical_Bay
1423,CO2_Scrubber,17.8,38.2,31.2,10.61,70,N/A,603,Engineering_Bay
1424,Oxygen_Cylinder,21,18.5,54.1,24.2,53,N/A,3957,Airlock
1425,Navigation_Module,27.8,38,41.1,21.71,76,N/A,2155,Command_Center
1426,Navigation_Module,13.5,37.3,42.4,10.68,44,N/A,3017,Cockpit
1427,Asteroid_Sample_Container,30,14.8,18.3,5.4,28,N/A,783,Lab
1428,CO2_Scrubber,13.4,33.2,24.9,5.54,58,N/A,771,Life_Support
1429,Tether_Reel,39.7,13.6,41.1,11.1,6,N/A,1001,External_Storage
1430,LED_Work_Light,40.6,29.7,37.2,22.43,63,N/A,3443,Maintenance_Bay
1431,Oxygen_Cylinder,23.1,17,89.3,14.2,17,N/A,897,Medical_Bay
1432,Research_Samples,23.7,20.4,27,3.2,1,N/A,4040,Lab
1433,Emergency_Oxygen_Mask,44.1,30.6,38.9,26.25,46,N/A,2311,Medical_Bay
1434,Emergency_Beacon,14.4,12.6,38.8,3.52,9,N/A,2116,Cockpit
1435,Lab_Microscope,30.3,21.6,11.5,3.76,40,N/A,3762,Lab
1436,Handheld_Spectrometer,46.3,23.8,32.1,17.69,24,N/A,177,Engineering_Bay
1437,First_Aid_Kit,27.3,16.5,13.8,3.1,66,N/A,72,Crew_Quarters
1438,LED_Work_Light,44.1,15,25.6,8.47,91,N/A,2267,Engineering_Bay
1439,Communication_Device,37,21,34,13.21,24,N/A,1452,Command_Center
1440,LED_Work_Light,33.4,40.4,30.9,20.85,64,N/A,1105,Engineering_Bay
1441,Tool_Kit,12.7,20.5,12.6,3.6,13,N/A,97,Maintenance_Bay
1442,Antibiotic_Supply,20.7,19.3,45.6,9.11,81,2/17/2027,1636,Lab
1443,CO2_Scrubber,12,14.2,20.8,1.77,77,N/A,854,Life_Support
1444,Scientific_Sensor,29.7,17.5,43.5,11.3,46,N/A,1607,Cockpit
1445,Water_Bottle,20.8,37.4,29.2,11.36,53,N/A,3745,Storage_Bay
1446,Emergency_Oxygen_Mask,43.9,45,34.6,34.18,91,N/A,2106,Crew_Quarters
1447,Vacuum_Sealed_Tools,42.5,37.8,23.3,18.72,46,N/A,1073,Storage_Bay
1448,Space_Suit,18.5,45.2,20.2,8.45,52,N/A,450,Storage_Bay
1449,Communication_Device,46.8,34.4,16.7,13.44,72,N/A,2028,Command_Center
1450,Handheld_Spectrometer,18.9,31.2,38.9,11.47,19,N/A,4286,Engineering_Bay
1451,Emergency_Beacon,46.8,23,24.2,13.02,45,N/A,1339,Command_Center
1452,First_Aid_Kit,26.5,12.9,25.2,6.2,42,N/A,19,Crew_Quarters
1453,Scientific_Sensor,19.4,11.4,15.4,1.7,75,N/A,3072,Lab
1454,Cooling_System,31.5,40.5,20.6,13.14,26,N/A,4297,Engineering_Bay
1455,Solar_Panel,68.7,41.5,2.4,6.9,53,N/A,1961,External_Storage
1456,Laptop,28.8,45.8,32.4,21.37,49,N/A,1489,Command_Center
1457,Tool_Kit,18.8,24.7,13,9,71,N/A,24,Storage_Bay
1458,Antibiotic_Supply,49.6,36.4,16.6,14.99,44,8/8/2025,2457,Medical_Bay
1459,Research_Samples,21.3,26,12.1,3.6,25,N/A,187,Lab
1460,Laptop,13.3,23.4,32.5,5.06,98,N/A,157,Crew_Quarters
1461,Water_Purification_Unit,44.7,10.7,19.8,4.74,7,N/A,1634,Crew_Quarters
1462,First_Aid_Kit,15.6,23.3,12.7,8.1,51,N/A,70,Medical_Bay
1463,Waste_Management_Kit,17.8,25,27.9,7.5,92,N/A,97,Engineering_Bay
1464,Seed_Packets,16.1,10.7,11.3,5.7,88,N/A,7,Greenhouse
1465,Radiation_Shield,28.6,38.8,17.2,9.54,66,N/A,2425,Storage_Bay
1466,Space_Suit,39.4,42.7,38.6,32.47,79,N/A,616,Airlock
1467,Waste_Management_Kit,12.4,20.3,13,1.1,3,N/A,53,Engineering_Bay
1468,Oxygen_Cylinder,17.3,28.5,83.6,46.8,90,N/A,2942,Medical_Bay
1469,Water_Purification_Unit,41.7,42.8,45.2,40.34,3,N/A,1764,Life_Support
1470,LED_Work_Light,34.7,26.9,21.2,9.89,98,N/A,630,Engineering_Bay
1471,Solar_Panel,65.8,71.9,4.6,17.4,57,N/A,3934,External_Storage
1472,3D_Printer,11.8,31.8,39.5,7.41,67,N/A,3059,Lab
1473,Vacuum_Sealed_Tools,24.6,45.6,27.9,15.65,40,N/A,575,Maintenance_Bay
1474,Microgravity_Lab_Kit,14.6,12.9,25,9.2,32,N/A,19,Crew_Quarters
1475,Protein_Bars,47.9,47.4,11.8,13.4,1,N/A,4526,Crew_Quarters
1476,Navigation_Module,34.3,33.5,45.8,26.31,13,N/A,1546,Command_Center
1477,Vacuum_Sealed_Tools,47.6,19.4,24.1,11.13,65,N/A,2306,Maintenance_Bay
1478,Gyroscope_Module,44.1,25.4,22.9,12.83,63,N/A,1195,Cockpit
1479,Seed_Packets,27.1,23.6,16.5,4.9,28,N/A,89,Lab
1480,Communication_Device,21.1,31.8,49.3,16.54,58,N/A,71,Command_Center
1481,Battery_Pack,26.1,21.3,48.2,13.4,44,N/A,418,Power_Bay
1482,Scientific_Sensor,28.6,39.2,31.1,17.43,73,N/A,3196,Cockpit
1483,Oxygen_Cylinder,27.5,29.2,60.8,33.6,24,N/A,4039,Medical_Bay
1484,Tether_Reel,37.4,30.7,25,14.35,34,N/A,763,Airlock
1485,Medical_Scanner,19.3,44.1,27.6,11.75,96,11/20/2026,54,Medical_Bay
1486,Handheld_Spectrometer,21.6,20.4,36,7.93,92,N/A,2476,Lab
1487,Solar_Panel,63,94.6,4.8,7.4,32,N/A,4662,Power_Bay
1488,Seed_Packets,29.2,13.1,29.5,5.8,1,N/A,80,Greenhouse
1489,Helmet_Visor,45,30.3,15.9,10.84,64,N/A,1307,Crew_Quarters
1490,CO2_Scrubber,38.7,14.9,38.6,11.13,83,N/A,933,Life_Support
1491,Vacuum_Sealed_Tools,41.9,36.3,47.1,35.82,88,N/A,1255,Maintenance_Bay
1492,Tether_Reel,18.4,41.7,44,16.88,46,N/A,262,Airlock
1493,EV_Suit_Battery,45.9,35.1,27,21.75,57,N/A,395,Storage_Bay
1494,Laptop,31.4,16.6,44.3,11.55,57,N/A,4015,Crew_Quarters
1495,Thruster_Fuel,32,16.3,27.9,7.28,61,N/A,1531,Storage_Bay
1496,Tool_Kit,14.3,15,13.8,1.6,75,N/A,56,Maintenance_Bay
1497,Thruster_Fuel,30.2,10.9,22,3.62,8,N/A,4230,Storage_Bay
1498,Scientific_Sensor,29.2,49.8,34.1,24.79,77,N/A,4859,Lab
1499,Thruster_Fuel,14.5,11.9,35.8,3.09,59,N/A,1754,Engine_Bay
1500,Pressure_Regulator,49.4,26.9,37.2,24.72,64,N/A,300,Airlock
1501,Thruster_Fuel,15.2,39.7,11.3,3.41,7,N/A,111,Storage_Bay
1502,Solar_Panel,43.6,66.1,3.8,10.5,19,N/A,2966,Power_Bay
1503,Antibiotic_Supply,22.8,41.5,27.7,13.1,89,11/22/2025,226,Medical_Bay
1504,Navigation_Module,48.5,17.5,47.2,20.03,71,N/A,4000,Command_Center
1505,Thruster_Fuel,33.5,33.8,41.5,23.5,75,N/A,4492,Storage_Bay
1506,Oxygen_Cylinder,17.4,29.5,58.9,45.9,65,N/A,4224,Airlock
1507,Battery_Pack,11.6,20.7,11.5,1.38,51,N/A,250,Power_Bay
1508,Emergency_Oxygen_Mask,27.6,23.7,42.3,13.83,30,N/A,3759,Crew_Quarters
1509,Asteroid_Sample_Container,12.8,18.7,20.8,4.2,87,N/A,3188,Storage_Bay
1510,Food_Packet,20,16.7,26.1,2.5,33,7/10/2026,96,Storage_Bay
1511,3D_Printer,28.2,22.1,33.6,10.47,18,N/A,896,Lab
1512,Seed_Packets,25.1,13,29.7,6.8,29,N/A,65,Greenhouse
1513,Radiation_Shield,38.8,27.3,13.7,7.26,61,N/A,2096,Storage_Bay
1514,Asteroid_Sample_Container,11.5,28.6,17,6.9,73,N/A,3461,Storage_Bay
1515,Water_Bottle,11.8,34.8,37.4,7.68,47,N/A,3142,Storage_Bay
1516,Lab_Microscope,40,38.4,21.5,16.51,57,N/A,3350,Medical_Bay
1517,Protein_Bars,25.8,39.5,10.5,5.35,30,N/A,4247,Storage_Bay
1518,Communication_Device,48.8,10.4,32.5,8.25,21,N/A,3389,Crew_Quarters
1519,Research_Samples,15.2,13.8,10.9,1.4,60,N/A,3201,Lab
1520,Scientific_Sensor,42.1,44.3,28.2,26.3,93,N/A,3339,Lab
1521,Radiation_Shield,47.9,48.6,35.6,41.44,80,N/A,1804,Engineering_Bay
1522,Space_Suit,20.7,15.5,25.1,4.03,4,N/A,3672,Airlock
1523,Cooling_System,46.6,22.3,13.7,7.12,10,N/A,1150,Power_Bay
1524,Microgravity_Lab_Kit,23.8,20.2,11,3.3,99,N/A,33,Crew_Quarters
1525,Space_Suit,15.2,34.7,11.5,3.03,46,N/A,1561,Storage_Bay
1526,Protein_Bars,26.5,37.7,15.6,7.79,75,N/A,3154,Storage_Bay
1527,Tether_Reel,32.2,23.2,35,13.07,85,N/A,4475,External_Storage
1528,Space_Suit,46.8,49.2,12.2,14.05,70,N/A,753,Storage_Bay
1529,Asteroid_Sample_Container,25.9,24.5,25.3,5,60,N/A,2923,Lab
1530,Scientific_Sensor,46.1,45.7,34.8,36.66,85,N/A,2371,Cockpit
1531,Research_Samples,15.4,18.1,13.6,3.6,61,N/A,538,Storage_Bay
1532,Emergency_Beacon,47.2,17.8,44.2,18.57,82,N/A,4197,Cockpit
1533,Handheld_Spectrometer,17,34.6,25.2,7.41,47,N/A,359,Engineering_Bay
1534,Medical_Scanner,34.2,11.2,37,7.09,45,11/17/2026,83,Medical_Bay
1535,Space_Suit,34.2,24.8,23.3,9.88,34,N/A,4117,Storage_Bay
1536,Communication_Device,20.4,25.5,41.9,10.9,40,N/A,2104,Crew_Quarters
1537,Emergency_Beacon,19.6,31.5,47.4,14.63,69,N/A,4003,Command_Center
1538,Food_Packet,12.4,29.3,29.4,7.5,42,6/8/2025,10,Crew_Quarters
1539,Water_Purification_Unit,41.2,36.8,39.8,30.17,15,N/A,2542,Crew_Quarters
1540,3D_Printer,13.8,33.5,17.2,3.98,22,N/A,638,Engineering_Bay
1541,First_Aid_Kit,13.7,25.1,18.1,2,87,N/A,53,Crew_Quarters
1542,Fire_Extinguisher,14.7,25.1,16.7,3.08,80,N/A,3887,Engineering_Bay
1543,Emergency_Beacon,25.7,43.2,24.8,13.77,92,N/A,135,Command_Center
1544,Water_Purification_Unit,27.5,49.9,40.3,27.65,92,N/A,1235,Crew_Quarters
1545,Food_Packet,23.2,22.5,26,8.9,75,12/6/2025,92,Crew_Quarters
1546,First_Aid_Kit,26.8,19.4,20.5,2.8,23,N/A,28,Medical_Bay
1547,Scientific_Sensor,33.8,18.1,39.5,12.08,33,N/A,469,Lab
1548,Protein_Bars,49.8,46.7,19.9,23.14,42,N/A,1991,Crew_Quarters
1549,Pressure_Regulator,11.8,17.2,48.3,4.9,95,N/A,4724,Airlock
1550,Solar_Panel,63.2,42.8,3.8,16.9,10,N/A,2728,Power_Bay
1551,EV_Suit_Battery,32.9,26.8,24,10.58,72,N/A,879,Airlock
1552,Communication_Device,31.1,44.6,19.8,13.73,13,N/A,3829,Command_Center
1553,Protein_Bars,37.6,25.6,16.6,7.99,30,N/A,3586,Crew_Quarters
1554,EV_Suit_Battery,16.1,16.8,31.6,4.27,23,N/A,784,Storage_Bay
1555,Cooling_System,35.1,14.8,46.1,11.97,4,N/A,3640,Engineering_Bay
1556,Space_Suit,12,31.3,23.1,4.34,99,N/A,3804,Airlock
1557,Antibiotic_Supply,40.9,13.6,31.1,8.65,2,2/23/2027,4637,Lab
1558,Oxygen_Cylinder,25.8,20.6,71.9,27.1,18,N/A,4171,Medical_Bay
1559,Handheld_Spectrometer,36.9,18.3,47.6,16.07,43,N/A,3369,Lab
1560,Gyroscope_Module,41.8,27.1,40.8,23.11,64,N/A,1767,Cockpit
1561,Oxygen_Cylinder,22.6,21.3,94.3,15.2,69,N/A,4260,Medical_Bay
1562,Fire_Extinguisher,43.4,19,19.4,8,69,N/A,959,Crew_Quarters
1563,EV_Suit_Battery,20.4,32.3,25.6,8.43,49,N/A,179,Airlock
1564,Protein_Bars,21.1,46,29.8,14.46,76,N/A,4180,Storage_Bay
1565,Seed_Packets,21.7,23.5,10.5,7.9,49,N/A,83,Lab
1566,Research_Samples,16.4,23.3,18.1,4.5,46,N/A,3682,Storage_Bay
1567,Solar_Panel,94.5,50.3,5,16.9,65,N/A,4936,External_Storage
1568,LED_Work_Light,36,47.7,27.4,23.53,56,N/A,3581,Engineering_Bay
1569,Fire_Extinguisher,23.2,18.2,31.5,6.65,99,N/A,1803,Crew_Quarters
1570,Seed_Packets,19.1,12.3,16.5,5.7,98,N/A,26,Greenhouse
1571,Radiation_Shield,41.8,21.1,49.8,21.96,6,N/A,2009,Engineering_Bay
1572,Radiation_Shield,41.8,15.4,17,5.47,16,N/A,4790,Engineering_Bay
1573,Seed_Packets,18.8,27.3,18.7,5.4,86,N/A,72,Lab
1574,Laptop,21.7,23,35,8.73,18,N/A,2433,Crew_Quarters
1575,First_Aid_Kit,11.3,20.1,10.3,3.4,32,N/A,45,Medical_Bay
1576,Pressure_Regulator,48,25.8,11.1,6.87,2,N/A,1753,Airlock
1577,Fire_Extinguisher,48.8,42.4,10.4,10.76,71,N/A,2025,Engineering_Bay
1578,Communication_Device,33.2,11.8,45.7,8.95,73,N/A,3627,Command_Center
1579,Helmet_Visor,17.9,29.9,10.6,2.84,27,N/A,4871,Crew_Quarters
1580,Space_Suit,37.9,43.8,42.9,35.61,21,N/A,549,Storage_Bay
1581,Water_Purification_Unit,49.4,24.9,49.9,30.69,52,N/A,74,Crew_Quarters
1582,Tool_Kit,14,10.3,20.6,2.7,13,N/A,62,Storage_Bay
1583,Navigation_Module,21.4,39.6,40.6,17.2,76,N/A,4999,Cockpit
1584,Thruster_Fuel,28.1,48.4,49.2,33.46,25,N/A,311,Engine_Bay
1585,Navigation_Module,44.7,24.7,11.4,6.29,67,N/A,115,Command_Center
1586,Radiation_Shield,33.6,16.3,25.8,7.07,9,N/A,4475,Storage_Bay
1587,Space_Suit,11.9,26,16.1,2.49,62,N/A,4991,Storage_Bay
1588,Handheld_Spectrometer,10.5,36.9,46.8,9.07,2,N/A,1095,Lab
1589,Oxygen_Cylinder,15.4,20.9,78.4,49.6,1,N/A,4452,Medical_Bay
1590,Space_Suit,17.8,48.1,42.8,18.32,55,N/A,1368,Airlock
1591,First_Aid_Kit,21.3,17.6,14.5,6.9,18,N/A,58,Medical_Bay
1592,Helmet_Visor,25.7,16.2,45.7,9.51,25,N/A,4735,Storage_Bay
1593,Communication_Device,34.7,19.3,27.8,9.31,21,N/A,770,Crew_Quarters
1594,3D_Printer,12.4,42.9,47.8,12.71,1,N/A,3392,Engineering_Bay
1595,Research_Samples,16.7,13.9,10.4,9.5,39,N/A,2407,Lab
1596,Emergency_Beacon,47.1,17.2,24.9,10.09,98,N/A,854,Command_Center
1597,Tether_Reel,33.4,46.1,28.2,21.71,74,N/A,3480,Airlock
1598,Tool_Kit,19.5,17.8,19.8,2.3,76,N/A,53,Maintenance_Bay
1599,Thruster_Fuel,27.6,29.8,29.1,11.97,98,N/A,225,Storage_Bay
1600,Solar_Panel,65.2,70.7,5,5.1,44,N/A,1827,External_Storage
1601,Food_Packet,15.3,16.5,14.7,2.9,85,8/13/2026,73,Crew_Quarters
1602,Fire_Extinguisher,28.7,28.1,46.9,18.91,85,N/A,3198,Engineering_Bay
1603,Radiation_Shield,31.9,15.9,45.5,11.54,17,N/A,1975,Engineering_Bay
1604,Solar_Panel,75.2,51.5,4.2,18.1,14,N/A,163,Power_Bay
1605,Radiation_Shield,30.3,25.8,29.5,11.53,38,N/A,2195,Storage_Bay
1606,Helmet_Visor,29.8,23.7,36.9,13.03,20,N/A,881,Storage_Bay
1607,Helmet_Visor,13.5,27.8,28,5.25,50,N/A,4327,Crew_Quarters
1608,Scientific_Sensor,17.9,21.5,40.5,7.79,4,N/A,2004,Lab
1609,Emergency_Oxygen_Mask,27.3,44.3,33.7,20.38,15,N/A,785,Medical_Bay
1610,Medical_Scanner,16.7,26.8,10.9,2.44,98,10/15/2026,29,Medical_Bay
